Feature importance jaren negentig
0.16525151319935447
0.14334497146674097
0.13429313782452318
0.13025763218771508
0.06438086116113682
0.06320447302610559
0.06259565643543724
0.05092983762423413
0.04056092113679825
0.039983361014776536
0.03952757342410134
0.03419546418783506
0.021993570924512283
0.005612263090066731
0.0038687632966622532
0.0
