Feature importance 2010
0.24692321735303777
0.10936173910745639
0.10651690067653738
0.09100983035382067
0.08732139381522128
0.0680801001197756
0.06623546643328296
0.045237163759927514
0.04054570153119917
0.04014225555238639
0.039021457790602065
0.025928366014976816
0.022720587354201786
0.0054903679130072335
0.005465452224567078
0.0
