Feature importance jaren zestig
0.11993334245451809
0.11524063564863801
0.10924111454046806
0.08478484611740555
0.08415404809630603
0.08156670976918115
0.07960727003054896
0.0629327926002692
0.05981508497452879
0.05159731267435923
0.05064526598786178
0.03989030007259221
0.02982498856636274
0.02158535432519217
0.009180934141768021
0.0
