Feature importance all decades
0.17362523510761013
0.10794909384345439
0.09984882515590555
0.0834867987755442
0.07268282623647557
0.07088756706428202
0.06963045026517121
0.06411122166861019
0.050940251904018
0.04595491529955132
0.04589522000489487
0.039232166866055254
0.03341722827256635
0.026043580436379832
0.009805584668561976
0.006489034430919237
